,animal,session,cluster ID,learning phase,category
1272,DS_19,DS_19_14_AC.pickle,59,post expert,NCR
1273,DS_19,DS_19_16_AC.pickle,2,post expert,CR (enhanced)
1274,DS_19,DS_19_16_AC.pickle,11,post expert,NCR
1275,DS_19,DS_19_16_AC.pickle,12,post expert,NCR
1276,DS_19,DS_19_16_AC.pickle,15,post expert,NCR
1277,DS_19,DS_19_16_AC.pickle,19,post expert,NCR
1278,DS_19,DS_19_16_AC.pickle,26,post expert,NCR
1279,DS_19,DS_19_16_AC.pickle,30,post expert,NCR
1280,DS_19,DS_19_16_AC.pickle,36,post expert,NCR
1281,DS_19,DS_19_16_AC.pickle,54,post expert,NCR
1282,DS_19,DS_19_16_AC.pickle,68,post expert,CR (enhanced)
1283,DS_19,DS_19_16_AC.pickle,72,post expert,CR (enhanced)
1284,DS_19,DS_19_16_AC.pickle,73,post expert,CR (enhanced)
1285,DS_19,DS_19_16_AC.pickle,83,post expert,CR (enhanced)
1286,DS_19,DS_19_16_AC.pickle,97,post expert,CR (enhanced)
1287,DS_19,DS_19_16_AC.pickle,122,post expert,NCR
1288,DS_19,DS_19_16_AC.pickle,123,post expert,CR (suppressed)
1289,DS_19,DS_19_16_AC.pickle,125,post expert,NCR
1290,DS_19,DS_19_16_AC.pickle,126,post expert,NCR
1291,DS_19,DS_19_16_AC.pickle,129,post expert,NCR
1292,DS_19,DS_19_16_AC.pickle,131,post expert,NCR
1293,DS_19,DS_19_16_AC.pickle,132,post expert,CR (enhanced)
1294,DS_19,DS_19_16_AC.pickle,136,post expert,NCR
1295,DS_19,DS_19_16_AC.pickle,146,post expert,CR (enhanced)
1296,DS_19,DS_19_18_AC.pickle,4,post expert,NCR
1297,DS_19,DS_19_18_AC.pickle,6,post expert,NCR
1298,DS_19,DS_19_18_AC.pickle,10,post expert,CR (enhanced)
1299,DS_19,DS_19_18_AC.pickle,19,post expert,NCR
1300,DS_19,DS_19_18_AC.pickle,30,post expert,NCR
1301,DS_19,DS_19_19_AC.pickle,2,post expert,CR (enhanced)
1302,DS_19,DS_19_19_AC.pickle,21,post expert,CR (enhanced)
1303,DS_19,DS_19_19_AC.pickle,27,post expert,NCR
1304,DS_19,DS_19_19_AC.pickle,36,post expert,NCR
1305,DS_19,DS_19_19_AC.pickle,38,post expert,NCR
1306,DS_19,DS_19_19_AC.pickle,42,post expert,CR (enhanced)
1307,DS_19,DS_19_19_AC.pickle,45,post expert,NCR
1308,DS_19,DS_19_19_AC.pickle,47,post expert,NCR
1309,DS_19,DS_19_1_AC.pickle,1,pre expert,NCR
1310,DS_19,DS_19_1_AC.pickle,3,pre expert,NCR
1311,DS_19,DS_19_1_AC.pickle,11,pre expert,NCR
1312,DS_19,DS_19_1_AC.pickle,12,pre expert,NCR
1313,DS_19,DS_19_1_AC.pickle,14,pre expert,NCR
1314,DS_19,DS_19_1_AC.pickle,15,pre expert,NCR
1315,DS_19,DS_19_1_AC.pickle,41,pre expert,CR (enhanced)
1316,DS_19,DS_19_1_AC.pickle,43,pre expert,CR (enhanced)
1317,DS_19,DS_19_1_AC.pickle,65,pre expert,CR (enhanced)
1318,DS_19,DS_19_1_AC.pickle,68,pre expert,NCR
1319,DS_19,DS_19_1_AC.pickle,88,pre expert,NCR
1320,DS_19,DS_19_1_AC.pickle,90,pre expert,NCR
1321,DS_19,DS_19_1_AC.pickle,91,pre expert,NCR
1322,DS_19,DS_19_1_AC.pickle,96,pre expert,NCR
1323,DS_19,DS_19_1_AC.pickle,106,pre expert,NCR
1324,DS_19,DS_19_20_AC.pickle,7,post expert,CR (enhanced)
1325,DS_19,DS_19_20_AC.pickle,8,post expert,NCR
1326,DS_19,DS_19_20_AC.pickle,14,post expert,CR (enhanced)
